PID,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,ProviderName,ProviderPracticeAddress1,ProviderPracticeAddress2,ProviderPracticeCity,ProviderPracticeStateCode,ProviderPracticeZipCode,County,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
877,1,1,0,1,1,0,1,0,2,1,0,0,Lubbock Ltc Nursing And Rehabilitation,2400 QUAKER AVE,,LUBBOCK,TX,79410,Lubbock,79410.0,33.56969,-101.89127,Lubbock,TX,Texas,True,,10160.0,1505.6,48303.0,Lubbock,{'48303':100},Lubbock,48303,False,False,America/Chicago
880,1,3,1,1,0,0,1,3,1,0,0,1,Lutheran Sunset Ministry,1800 W 9TH ST,,CLIFTON,TX,76634,Bosque,76634.0,31.80782,-97.56147,Clifton,TX,Texas,True,,7225.0,9.7,48035.0,Bosque,"{'48035':99.38,'48099':0.62}",Bosque|Coryell,48035|48099,False,False,America/Chicago
881,1,4,1,3,1,2,0,3,0,3,0,3,Lynn County Hospital District,2600 LOCKWOOD ST,,TAHOKA,TX,79373,Lynn,79373.0,33.1708,-101.83551,Tahoka,TX,Texas,True,,2875.0,2.9,48305.0,Lynn,{'48305':100},Lynn,48305,False,False,America/Chicago
883,2,4,4,2,3,4,2,2,3,2,3,3,Lynwood Nursing And Rehabilitation,803 S ALAMO RD,,LEVELLAND,TX,79336,Hockley,79336.0,33.60538,-102.40278,Levelland,TX,Texas,True,,17406.0,15.2,48219.0,Hockley,{'48219':100},Hockley,48219,False,False,America/Chicago
884,1,1,0,0,0,0,0,1,0,0,0,1,Lytle Nursing Home,15366 OAK ST,,LYTLE,TX,78052,Atascosa,78052.0,29.20448,-98.77533,Lytle,TX,Texas,True,,7362.0,65.1,48013.0,Atascosa,"{'48013':71.15,'48029':2.79,'48325':26.06}",Atascosa|Medina|Bexar,48013|48325|48029,False,False,America/Chicago
885,0,0,1,0,0,1,1,1,0,0,0,0,Mabank Nursing Home,110 W TROUPE ST,,MABANK,TX,75147,Kaufman,75147.0,32.433,-96.07743,Mabank,TX,Texas,True,,7052.0,27.2,48213.0,Henderson,"{'48213':9.75,'48257':56.12,'48467':34.13}",Henderson|Kaufman|Van Zandt,48213|48257|48467,False,False,America/Chicago
887,4,3,4,4,10,9,0,4,6,6,6,5,Madison Medical Resort,5001 OFFICE PARK,,ODESSA,TX,79762,Ector,79762.0,31.92649,-102.35443,Odessa,TX,Texas,True,,43881.0,475.8,48135.0,Ector,{'48135':100},Ector,48135,False,False,America/Chicago
888,4,4,7,4,4,10,8,6,0,0,0,0,Madison Saint Joseph Health Center,100 W CROSS ST,,MADISONVILLE,TX,77864,Madison,77864.0,30.95416,-95.90559,Madisonville,TX,Texas,True,,7198.0,14.7,48313.0,Madison,{'48313':100},Madison,48313,False,False,America/Chicago
889,3,0,0,3,3,4,2,3,3,1,0,0,Madisonville Care Center,411 E COLLARD ST,,MADISONVILLE,TX,77864,Madison,77864.0,30.95416,-95.90559,Madisonville,TX,Texas,True,,7198.0,14.7,48313.0,Madison,{'48313':100},Madison,48313,False,False,America/Chicago
891,0,0,0,0,0,0,0,1,0,0,1,0,"Magnified Health and Rehab of Anderson, LLC",1115 ANDERSON ST,,COLLEGE STATION,TX,77840,Brazos,77840.0,30.609070000000006,-96.32603,College Station,TX,Texas,True,,59971.0,1936.0,48041.0,Brazos,{'48041':100},Brazos,48041,False,False,America/Chicago
892,1,1,0,0,0,1,0,2,0,1,0,0,Magnolia Living and Rehabilitation,1105 N MAGNOLIA AVE,,LULING,TX,78648,Caldwell,78648.0,29.69106,-97.6345,Luling,TX,Texas,True,,8150.0,20.4,48055.0,Caldwell,"{'48055':93.58,'48177':2.06,'48187':4.36}",Caldwell|Guadalupe|Gonzales,48055|48187|48177,False,False,America/Chicago
893,1,1,2,2,3,1,4,2,2,3,5,7,Magnolia Manor,4400 GULF AVE,,GROVES,TX,77619,Jefferson,77619.0,29.94725,-93.91849,Groves,TX,Texas,True,,15760.0,1044.1,48245.0,Jefferson,{'48245':100},Jefferson,48245,False,False,America/Chicago
894,2,1,1,0,3,0,0,4,0,1,1,0,Magnolia Place,510 E BONHAM ST,,JEFFERSON,TX,75657,Marion,75657.0,32.7922,-94.306,Jefferson,TX,Texas,True,,7722.0,9.5,48315.0,Marion,"{'48067':4.18,'48203':3.53,'48315':92.29}",Marion|Cass|Harrison,48315|48067|48203,False,False,America/Chicago
895,2,2,2,1,2,2,3,4,4,3,1,2,Magnolia Place Health Care,1620 MAGNOLIA ST,,LIBERTY,TX,77575,Liberty,77575.0,30.07536,-94.73395,Liberty,TX,Texas,True,,16640.0,25.7,48291.0,Liberty,"{'48071':0.26,'48291':99.74}",Liberty|Chambers,48291|48071,False,False,America/Chicago
896,1,1,0,1,0,1,2,0,0,0,0,0,Magnolia Place Skilled Nursing And Rehab,1307 MARTIN LUTHER KING DR,,JEFFERSON,TX,75657,Marion,75657.0,32.7922,-94.306,Jefferson,TX,Texas,True,,7722.0,9.5,48315.0,Marion,"{'48067':4.18,'48203':3.53,'48315':92.29}",Marion|Cass|Harrison,48315|48067|48203,False,False,America/Chicago
899,3,2,4,0,2,1,3,3,3,4,3,3,"Manor Park, Inc",2208 N LOOP 250 W,,MIDLAND,TX,79707,Midland,79707.0,32.03347,-102.21158,Midland,TX,Texas,True,,39020.0,179.1,48329.0,Midland,{'48329':100},Midland,48329,False,False,America/Chicago
900,12,9,14,8,10,9,13,12,5,4,4,7,Mansfield Medical Lodge,301 N MILLER RD,,MANSFIELD,TX,76063,Tarrant,76063.0,32.5698,-97.14273,Mansfield,TX,Texas,True,,71555.0,457.3,48439.0,Tarrant,"{'48251':4.76,'48439':95.24}",Tarrant|Johnson,48439|48251,False,False,America/Chicago
901,0,1,0,0,0,1,2,1,0,0,0,0,Mansfield Nursing and Rehabilitation Center,1402 E BROAD ST,,MANSFIELD,TX,76063,Tarrant,76063.0,32.5698,-97.14273,Mansfield,TX,Texas,True,,71555.0,457.3,48439.0,Tarrant,"{'48251':4.76,'48439':95.24}",Tarrant|Johnson,48439|48251,False,False,America/Chicago
903,2,2,1,1,1,3,2,3,4,2,1,1,Marine Creek Health and Rehabilitation Center,3600 ANGLE AVE,,FORT WORTH,TX,76106,Tarrant,76106.0,32.81451,-97.35244,Fort Worth,TX,Texas,True,,40014.0,939.2,48439.0,Tarrant,{'48439':100},Tarrant,48439,False,False,America/Chicago
904,7,1,2,2,8,6,5,8,2,4,0,2,Marshall Manor Nursing and Rehabilitation Center,1007 S WASHINGTON AVE,,MARSHALL,TX,75670,Harrison,75670.0,32.572990000000004,-94.42297,Marshall,TX,Texas,True,,18056.0,54.3,48203.0,Harrison,{'48203':100},Harrison,48203,False,False,America/Chicago
905,1,2,0,0,0,1,1,1,1,3,4,1,Marshall Manor West,207 W MERRITT ST,,MARSHALL,TX,75670,Harrison,75670.0,32.572990000000004,-94.42297,Marshall,TX,Texas,True,,18056.0,54.3,48203.0,Harrison,{'48203':100},Harrison,48203,False,False,America/Chicago
908,5,7,2,3,4,7,1,4,7,7,4,0,Mason Creek Transitional Care of Katy,21727 PROVINCIAL BLVD,,KATY,TX,77450,Harris,77450.0,29.7463,-95.73832,Katy,TX,Texas,True,,73683.0,1357.7,48201.0,Harris,"{'48157':33.37,'48201':66.63}",Harris|Fort Bend,48201|48157,False,False,America/Chicago
910,7,6,6,6,6,3,4,3,2,3,2,5,Matagorda House Healthcare Center At The Legacy Campus,700 12TH ST,,BAY CITY,TX,77414,Matagorda,77414.0,28.899590000000003,-95.88091,Bay City,TX,Texas,True,,23989.0,17.2,48321.0,Matagorda,{'48321':100},Matagorda,48321,False,False,America/Chicago
911,0,0,2,1,1,0,2,0,0,0,0,0,Matagorda Nursing and Rehabilitation Center,4521 AVENUE F,,BAY CITY,TX,77414,Matagorda,77414.0,28.899590000000003,-95.88091,Bay City,TX,Texas,True,,23989.0,17.2,48321.0,Matagorda,{'48321':100},Matagorda,48321,False,False,America/Chicago
912,6,5,0,3,3,0,0,0,0,3,4,6,Matlock Place Health and Rehabilitation Center,7100 MATLOCK RD,,ARLINGTON,TX,76002,Tarrant,76002.0,32.62262,-97.09226,Arlington,TX,Texas,True,,36209.0,1618.7,48439.0,Tarrant,{'48439':100},Tarrant,48439,False,False,America/Chicago
913,7,3,6,1,6,5,5,7,7,3,6,7,Maverick Nursing and Rehabilitation Center,3106 BOB ROGERS DR,,EAGLE PASS,TX,78852,Maverick,78852.0,28.75206,-100.31076,Eagle Pass,TX,Texas,True,,56838.0,35.8,48323.0,Maverick,{'48323':100},Maverick,48323,False,False,America/Chicago
916,3,3,2,2,6,5,9,10,4,4,2,2,Mcallen Nursing Center,600 N CYNTHIA ST,,MCALLEN,TX,78501,Hidalgo,78501.0,26.21583,-98.23917,Mcallen,TX,Texas,True,,63554.0,1541.1,48215.0,Hidalgo,{'48215':100},Hidalgo,48215,False,False,America/Chicago
917,4,14,8,13,11,8,11,17,18,19,15,14,McAllen Transitional Care Center,2109 S K ST,,MCALLEN,TX,78503,Hidalgo,78503.0,26.16531,-98.24764,Mcallen,TX,Texas,True,,22034.0,494.1,48215.0,Hidalgo,{'48215':100},Hidalgo,48215,False,False,America/Chicago
919,0,0,0,0,0,0,1,0,0,0,0,0,McCamey Hospital,2500 HIGHWAY 305 S,,MCCAMEY,TX,79752,Upton,79752.0,31.21544,-102.15319,Mc Camey,TX,Texas,True,,2444.0,4.0,48461.0,Upton,{'48461':100},Upton,48461,False,False,America/Chicago
922,9,8,9,7,7,8,13,13,15,21,9,10,McKinney Healthcare and Rehabilitation Center,253 ENTERPRISE DR,,MCKINNEY,TX,75069,Collin,75069.0,33.16547,-96.59469,Mckinney,TX,Texas,True,,37834.0,411.4,48085.0,Collin,{'48085':100},Collin,48085,False,False,America/Chicago
924,0,0,0,0,1,1,2,0,0,1,2,0,McLean Care Center,605 W 7TH ST,,MCLEAN,TX,79057,Gray,79057.0,35.24304,-100.64262,Mclean,TX,Texas,True,,1368.0,1.2,48179.0,Gray,"{'48129':3.65,'48179':91.79,'48483':4.56}",Gray|Wheeler|Donley,48179|48483|48129,False,False,America/Chicago
925,5,4,3,1,1,1,0,3,1,1,1,0,Meadow Lake Health Center,16044 COUNTY ROAD 165,,TYLER,TX,75703,,75703.0,32.23855,-95.32063,Tyler,TX,Texas,True,,41842.0,264.5,48423.0,Smith,{'48423':100},Smith,48423,False,False,America/Chicago
926,2,0,3,1,1,2,1,1,1,0,0,0,Meadowbrook Care Center,632 WINDSOR WAY,,VAN ALSTYNE,TX,75495,Grayson,75495.0,33.43311,-96.55161,Van Alstyne,TX,Texas,True,,8564.0,40.7,48181.0,Grayson,"{'48085':4.1,'48181':95.9}",Grayson|Collin,48181|48085,False,False,America/Chicago
927,0,0,0,1,0,0,0,0,0,0,0,0,Medical Arts Hospital,2200 N BRYAN AVE,,LAMESA,TX,79331,Dawson,79331.0,32.69327,-102.01053,Lamesa,TX,Texas,True,,12561.0,6.8,48115.0,Dawson,"{'48115':98.97,'48165':0.44,'48317':0.59}",Dawson|Martin|Gaines,48115|48317|48165,False,False,America/Chicago
935,2,2,0,0,2,2,3,1,2,0,1,2,Medina Regional Hospital,3100 AVENUE E,,HONDO,TX,78861,Medina,78861.0,29.4267,-99.15448,Hondo,TX,Texas,True,,13965.0,11.5,48325.0,Medina,{'48325':100},Medina,48325,False,False,America/Chicago
936,0,0,0,0,0,0,0,1,1,1,1,1,Medina Valley Health and Rehabilitation Center,913 US HIGHWAY 90 W,,CASTROVILLE,TX,78009,Medina,78009.0,29.3573,-98.88669,Castroville,TX,Texas,True,,8620.0,39.2,48325.0,Medina,{'48325':100},Medina,48325,False,False,America/Chicago
939,9,12,16,12,9,14,10,7,10,6,4,11,Memorial City Health and Rehabilitation Center,1341 BLALOCK RD,,HOUSTON,TX,77055,Harris,77055.0,29.79764,-95.49174,Houston,TX,Texas,True,,44680.0,1961.7,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
943,1,1,0,0,0,2,2,1,1,1,2,0,Memorial Hermann Hospital Skilled Nursing Unit,6411 FANNIN ST,,HOUSTON,TX,77030,Harris,77030.0,29.706290000000006,-95.4026,Houston,TX,Texas,True,,10963.0,1572.6,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
948,1,1,0,1,0,1,0,3,1,2,0,3,Memorial Hospital,209 NW 8TH ST,,SEMINOLE,TX,79360,Gaines,79360.0,32.68905,-102.74146,Seminole,TX,Texas,True,,16243.0,6.2,48165.0,Gaines,{'48165':100},Gaines,48165,False,False,America/Chicago
949,0,0,1,0,2,0,0,1,2,0,0,2,Memorial Medical Center,815 N VIRGINIA ST,,PORT LAVACA,TX,77979,Calhoun,77979.0,28.6023,-96.60786,Port Lavaca,TX,Texas,True,,17648.0,19.4,48057.0,Calhoun,"{'48057':99.13,'48239':0.5,'48469':0.37}",Calhoun|Jackson|Victoria,48057|48239|48469,False,False,America/Chicago
950,2,4,2,2,2,2,2,3,1,2,2,5,Memorial Medical Nursing Center,307 W CYPRESS ST,,SAN ANTONIO,TX,78212,Bexar,78212.0,29.4646,-98.49266,San Antonio,TX,Texas,True,,29225.0,1622.9,48029.0,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
951,0,0,0,0,0,0,0,1,0,0,0,0,Memorial Nursing and Rehabilitation Center,224 E 2ND ST,,DUMAS,TX,79029,Moore,79029.0,35.89512,-102.02432,Dumas,TX,Texas,True,,15984.0,20.8,48341.0,Moore,{'48341':100},Moore,48341,False,False,America/Chicago
952,0,0,0,2,0,0,0,0,0,0,1,0,Memphis Convalescent Center,1415 N 18TH ST,,MEMPHIS,TX,79245,Hall,79245.0,34.84545,-100.50845,Memphis,TX,Texas,True,,2400.0,3.7,48191.0,Hall,"{'48087':1.9,'48129':0.89,'48191':97.21}",Hall|Collingsworth|Donley,48191|48087|48129,False,False,America/Chicago
953,0,0,0,0,0,0,0,0,0,0,2,1,Menard Manor,100 GAY ST,,MENARD,TX,76859,Menard,76859.0,30.908,-99.83252,Menard,TX,Texas,True,,1978.0,1.1,48327.0,Menard,{'48327':100},Menard,48327,False,False,America/Chicago
955,0,0,0,1,2,1,1,1,1,2,0,1,Meridian Care,7181 CRESTWAY RD,,SAN ANTONIO,TX,78239,Bexar,78239.0,29.5168,-98.363,San Antonio,TX,Texas,True,,29255.0,1670.8,48029.0,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
956,3,1,3,1,2,2,2,1,5,4,4,2,Meridian Care of Alice,219 N KING ST,,ALICE,TX,78332,Jim Wells,78332.0,27.71843,-98.14284,Alice,TX,Texas,True,,28953.0,22.2,48249.0,Jim Wells,"{'48131':0.71,'48249':99.29}",Jim Wells|Duval,48249|48131,False,False,America/Chicago
957,0,0,1,0,1,0,0,0,0,0,1,0,Meridian Care Of Hebbronville,606 W GRUY ST,,HEBBRONVILLE,TX,78361,Jim Hogg,78361.0,27.104340000000004,-98.78676,Hebbronville,TX,Texas,True,,5386.0,1.8,48247.0,Jim Hogg,"{'48131':0.52,'48247':99.07,'48505':0.41}",Jim Hogg|Duval|Zapata,48247|48131|48505,False,False,America/Chicago
958,0,0,0,0,0,0,0,0,0,0,1,0,Meridian Care of Monte Vista,616 W RUSSELL PL,,SAN ANTONIO,TX,78212,Bexar,78212.0,29.4646,-98.49266,San Antonio,TX,Texas,True,,29225.0,1622.9,48029.0,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
959,1,0,0,1,0,2,1,0,3,0,4,3,Meridian Of Temple,4312 S 31ST ST,,TEMPLE,TX,76502,Bell,76502.0,31.09622,-97.41034,Temple,TX,Texas,True,,40622.0,193.5,48027.0,Bell,{'48027':100},Bell,48027,False,False,America/Chicago
960,0,0,0,0,0,1,0,0,0,0,0,0,Merkel Nursing Center,1704 N 1ST,,MERKEL,TX,79536,Taylor,79536.0,32.47379,-100.03346,Merkel,TX,Texas,True,,4879.0,6.1,48441.0,Taylor,"{'48253':15.64,'48353':0.32,'48441':84.04}",Taylor|Jones|Nolan,48441|48253|48353,False,False,America/Chicago
963,0,1,0,0,1,3,2,1,0,0,2,1,Mesa Vista Health Center,5756 N KNOLL,,SAN ANTONIO,TX,78240,Bexar,78240.0,29.52465,-98.60749,San Antonio,TX,Texas,True,,59502.0,1741.8,48029.0,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
964,1,0,1,0,2,0,1,0,1,1,1,0,"Mesquite Tree Nursing Center, LP",434 PAZA DR,,MESQUITE,TX,75149,Dallas,75149.0,32.77003,-96.61487,Mesquite,TX,Texas,True,,54979.0,1363.2,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
966,0,0,5,3,1,1,3,2,3,1,2,0,Methodist Hospital Skilled Nursing Unit,6447 MAIN ST,,HOUSTON,TX,77030,Harris,77030.0,29.706290000000006,-95.4026,Houston,TX,Texas,True,,10963.0,1572.6,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
969,0,1,0,0,2,0,1,1,1,0,1,1,"Metroplex Nursing and Rehabilitation, LP",658 SW 3RD ST,,GRAND PRAIRIE,TX,75051,Dallas,75051.0,32.72757,-96.99439,Grand Prairie,TX,Texas,True,,41479.0,1249.0,48113.0,Dallas,"{'48113':90.73,'48439':9.27}",Dallas|Tarrant,48113|48439,False,False,America/Chicago
970,1,1,0,1,2,1,1,0,0,0,0,0,Mexia LTC Nursing and Rehabilitation,601 TERRACE LN,,MEXIA,TX,76667,Limestone,76667.0,31.65532,-96.46855,Mexia,TX,Texas,True,,11096.0,30.3,48293.0,Limestone,"{'48161':3.07,'48293':96.93}",Limestone|Freestone,48293|48161,False,False,America/Chicago
972,1,0,1,0,1,2,1,2,2,2,1,0,Mid Valley Nursing And Rehabilitation,601 N MILE 2 W,,MERCEDES,TX,78570,Hidalgo,78570.0,26.1748,-97.91091,Mercedes,TX,Texas,True,,34608.0,168.4,48215.0,Hidalgo,{'48215':100},Hidalgo,48215,False,False,America/Chicago
974,0,1,1,3,3,4,3,1,1,1,2,1,Midland Medical Lodge,3000 MOCKINGBIRD,,MIDLAND,TX,79705,Midland,79705.0,32.051140000000004,-102.05955,Midland,TX,Texas,True,,41242.0,365.0,48329.0,Midland,{'48329':100},Midland,48329,False,False,America/Chicago
975,6,8,8,11,14,15,10,8,6,4,4,5,MIDLOTHIAN HEALTHCARE CENTER,900 GEORGE HOPPER RD,,MIDLOTHIAN,TX,76065,Ellis,76065.0,32.47047,-96.98898,Midlothian,TX,Texas,True,,35643.0,113.8,48139.0,Ellis,{'48139':100},Ellis,48139,False,False,America/Chicago
976,2,3,2,2,3,3,2,1,1,2,2,0,Midwestern Healthcare Center,601 MIDWESTERN PKWY E,,WICHITA FALLS,TX,76302,Wichita,76302.0,33.86456,-98.49109,Wichita Falls,TX,Texas,True,,13083.0,611.0,48485.0,Wichita,{'48485':100},Wichita,48485,False,False,America/Chicago
977,0,1,1,0,2,2,2,5,0,1,1,0,Millbrook Healthcare and Rehabilitation Center,1850 W PLEASANT RUN RD,,LANCASTER,TX,75146,Dallas,75146.0,32.57462,-96.75069,Lancaster,TX,Texas,True,,18986.0,209.3,48113.0,Dallas,"{'48113':99.32,'48139':0.68}",Dallas|Ellis,48113|48139,False,False,America/Chicago
978,0,0,0,0,0,0,0,1,0,2,0,0,Mineola Healthcare Residence,716 MIMOSA DR,,MINEOLA,TX,75773,Wood,75773.0,32.67876,-95.4459,Mineola,TX,Texas,True,,13640.0,27.7,48499.0,Wood,"{'48423':7.44,'48499':92.56}",Wood|Smith,48499|48423,False,False,America/Chicago
979,7,8,7,3,4,5,7,0,5,0,2,7,Mineral Wells Nursing and Rehabilitation,316 SW 25TH AVE,,MINERAL WELLS,TX,76067,Palo Pinto,76067.0,32.80005,-98.12755,Mineral Wells,TX,Texas,True,,20215.0,49.0,48363.0,Palo Pinto,"{'48363':89.61,'48367':10.39}",Palo Pinto|Parker,48363|48367,False,False,America/Chicago
980,3,2,6,2,5,3,3,4,0,0,0,1,Mira Vista Court,7021 BRYANT IRVIN RD,,FORT WORTH,TX,76132,Tarrant,76132.0,32.667590000000004,-97.41797,Fort Worth,TX,Texas,True,,27058.0,1302.0,48439.0,Tarrant,{'48439':100},Tarrant,48439,False,False,America/Chicago
981,1,0,0,0,0,1,1,1,0,0,0,0,Mirador,5857 TIMBERGATE DR,,CORPUS CHRISTI,TX,78414,Nueces,78414.0,27.6603,-97.36893,Corpus Christi,TX,Texas,True,,39642.0,811.9,48355.0,Nueces,{'48355':100},Nueces,48355,False,False,America/Chicago
982,4,1,2,1,2,1,2,0,0,0,1,1,Mission Care Center,6150 SOUTH LOOP E,,HOUSTON,TX,77087,Harris,77087.0,29.686120000000006,-95.30343,Houston,TX,Texas,True,,36869.0,2113.2,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
983,0,0,0,0,0,0,1,0,0,0,0,0,Mission Manor Healthcare Residence,501 YATES ST,,MOUNT VERNON,TX,75457,Franklin,75457.0,33.17279,-95.21222,Mount Vernon,TX,Texas,True,,6464.0,18.7,48159.0,Franklin,{'48159':100},Franklin,48159,False,False,America/Chicago
985,4,1,3,5,2,9,5,7,1,6,9,7,Mission Nursing and Rehabilitation Center,1013 S BRYAN RD,,MISSION,TX,78572,Hidalgo,78572.0,26.2281,-98.37665,Mission,TX,Texas,True,,80213.0,374.6,48215.0,Hidalgo,{'48215':100},Hidalgo,48215,False,False,America/Chicago
988,1,2,6,4,2,0,2,4,3,5,4,5,MISSION VALLEY NURSING AND TRANSITIONAL CARE,1200 S BRYAN RD,,MISSION,TX,78572,,78572.0,26.2281,-98.37665,Mission,TX,Texas,True,,80213.0,374.6,48215.0,Hidalgo,{'48215':100},Hidalgo,48215,False,False,America/Chicago
990,0,0,0,0,0,0,0,1,1,0,0,0,Mitchell County Nursing and Rehabilitation Center,1941 CHESTNUT ST,,COLORADO CITY,TX,79512,Mitchell,79512.0,32.31554000000001,-100.91777,Colorado City,TX,Texas,True,,7716.0,5.5,48335.0,Mitchell,"{'48335':99.91,'48415':0.09}",Mitchell|Scurry,48335|48415,False,False,America/Chicago
991,0,0,0,0,0,0,0,0,1,0,0,0,Modern Senior Living,3808 S CENTRAL EXPY,,DALLAS,TX,75215,Dallas,75215.0,32.75075,-96.75806,Dallas,TX,Texas,True,,16681.0,672.1,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
992,0,0,0,0,0,0,0,0,0,0,0,1,Monahans Managed Care Center,1200 W 15TH ST,,MONAHANS,TX,79756,Ward,79756.0,31.545790000000004,-102.85809,Monahans,TX,Texas,True,,9678.0,20.2,48475.0,Ward,"{'48103':0.08,'48475':99.92,'48495':0}",Ward|Crane|Winkler,48475|48103|48495,False,False,America/Chicago
993,0,0,0,3,2,1,1,1,0,0,0,0,Monarch Pavilion Rehabilitation,6825 HARRY HINES BLVD,,DALLAS,TX,75235,Dallas,75235.0,32.83251,-96.84851,Dallas,TX,Texas,True,,19141.0,986.9,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
994,0,0,0,0,0,0,0,0,0,1,0,0,"Monte Siesta Nursing and Rehabilitation, LP",4501 DUDMAR DR,,AUSTIN,TX,78735,Travis,78735.0,30.2659,-97.86658,Austin,TX,Texas,True,,17923.0,303.1,48453.0,Travis,{'48453':100},Travis,48453,False,False,America/Chicago
996,6,6,2,0,2,1,4,2,0,1,0,0,Monument Hill Nursing And Rehabilitation Center,120 STATE LOOP 92,,LA GRANGE,TX,78945,Fayette,78945.0,29.91566,-96.88947,La Grange,TX,Texas,True,,10463.0,16.1,48149.0,Fayette,"{'48021':0.24,'48149':99.76}",Fayette|Bastrop,48149|48021,False,False,America/Chicago
999,0,5,1,5,9,4,4,4,2,2,8,7,Morningside Manor Health Care,602 BABCOCK RD,,SAN ANTONIO,TX,78201,Bexar,78201.0,29.46876,-98.52824,San Antonio,TX,Texas,True,,46775.0,2461.5,48029.0,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
1000,0,0,0,0,0,0,1,0,0,0,0,0,Morningside Ministries at the Chandler Estate,1502 HOWARD ST,,SAN ANTONIO,TX,78212,Bexar,78212.0,29.4646,-98.49266,San Antonio,TX,Texas,True,,29225.0,1622.9,48029.0,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
1003,4,4,8,10,9,7,8,6,6,10,3,8,Mountain View Health And Rehabilitation,1600 MURCHISON DR,,EL PASO,TX,79902,El Paso,79902.0,31.78412,-106.4979,El Paso,TX,Texas,True,,20543.0,1250.4,48141.0,El Paso,{'48141':100},El Paso,48141,False,False,America/Denver
1006,8,9,14,5,7,6,8,6,7,6,4,7,MRC Creekside,1433 VETERANS MEMORIAL PKWY,,HUNTSVILLE,TX,77340,Walker,77340.0,30.643690000000007,-95.53981,Huntsville,TX,Texas,True,,30866.0,52.9,48471.0,Walker,{'48471':100},Walker,48471,False,False,America/Chicago
1009,6,9,12,10,6,5,2,1,0,0,3,1,Muenster Memorial Hospital Swing Bed,605 N MAPLE ST,,MUENSTER,TX,76252,Cooke,76252.0,33.68568,-97.38545,Muenster,TX,Texas,True,,2834.0,6.0,48097.0,Cooke,{'48097':100},Cooke,48097,False,False,America/Chicago
1010,2,0,1,0,4,1,1,1,1,3,2,1,Mulberry Manor,1670 W LINGLEVILLE RD,,STEPHENVILLE,TX,76401,Erath,76401.0,32.28259,-98.19882,Stephenville,TX,Texas,True,,30324.0,24.1,48143.0,Erath,{'48143':100},Erath,48143,False,False,America/Chicago
1011,0,0,0,0,0,0,0,0,0,0,0,1,Muleshoe Area Medical Center,708 S 1ST ST,,MULESHOE,TX,79347,Bailey,79347.0,34.17746,-102.78205,Muleshoe,TX,Texas,True,,7233.0,4.1,48017.0,Bailey,"{'48017':92.62,'48069':0.51,'48279':1.14,'48369':5.74}",Bailey|Parmer|Lamb|Castro,48017|48369|48279|48069,False,False,America/Chicago
1012,2,0,3,1,1,2,2,1,2,0,0,0,Mullican Care Center,105 N MAIN,,SAVOY,TX,75479,Fannin,75479.0,33.62166,-96.33921,Savoy,TX,Texas,True,,1819.0,14.1,48147.0,Fannin,{'48147':100},Fannin,48147,False,False,America/Chicago
1015,0,2,1,3,3,0,0,0,0,1,1,2,Mystic Park Nursing and Rehabilitation Center,8503 MYSTIC PARK,,SAN ANTONIO,TX,78254,Bexar,78254.0,29.53692,-98.73779,San Antonio,TX,Texas,True,,58540.0,639.3,48029.0,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
1020,1,0,1,3,1,1,2,0,3,2,0,0,Navasota Nursing And Rehabilitation,1405 E WASHINGTON AVE,,NAVASOTA,TX,77868,Grimes,77868.0,30.3686,-96.0616,Navasota,TX,Texas,True,,17028.0,22.1,48185.0,Grimes,"{'48041':7.65,'48185':91.98,'48473':0.2,'48477':0.17}",Grimes|Brazos|Waller|Washington,48185|48041|48473|48477,False,False,America/Chicago
1021,2,3,9,1,6,2,1,6,17,15,5,17,Nazareth Living Care Center,1475 RAYNOLDS ST,,EL PASO,TX,79903,El Paso,79903.0,31.78615,-106.4418,El Paso,TX,Texas,True,,16399.0,2335.0,48141.0,El Paso,{'48141':100},El Paso,48141,False,False,America/Denver
1022,1,0,0,0,0,1,0,1,1,0,1,1,Nesbit Living and Recovery Center,1215 ASHBY ST,,SEGUIN,TX,78155,Guadalupe,78155.0,29.5334,-97.93886,Seguin,TX,Texas,True,,48863.0,49.4,48187.0,Guadalupe,{'48187':100},Guadalupe,48187,False,False,America/Chicago
