PID,patient_number_year,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,ProviderName,lat,lng,county_name,num_mins,num_hours,num_weeks,num_CC
950,27,2,4,2,2,2,2,2,3,1,2,2,5,Memorial Medical Nursing Center,29.4646,-98.49266,Bexar,6035.0,100.58333333333331,1.934294871794872,0.0483573717948718
951,1,0,0,0,0,0,0,0,1,0,0,0,0,Memorial Nursing and Rehabilitation Center,35.89512,-102.02431999999999,Moore,315.0,5.25,0.10096153846153846,0.0025240384615384612
952,3,0,0,0,2,0,0,0,0,0,0,1,0,Memphis Convalescent Center,34.84545,-100.50845,Hall,945.0,15.75,0.30288461538461536,0.007572115384615385
953,2,0,0,0,0,0,0,0,0,0,0,2,1,Menard Manor,30.908,-99.83252,Menard,696.0,11.6,0.22307692307692306,0.005576923076923077
955,8,0,0,0,1,2,1,1,1,1,2,0,1,Meridian Care,29.5168,-98.363,Bexar,1786.0,29.766666666666666,0.5724358974358974,0.014310897435897437
956,26,3,1,3,1,2,2,2,1,5,4,4,2,Meridian Care of Alice,27.718429999999998,-98.14284,Jim Wells,8652.0,144.2,2.7730769230769234,0.06932692307692308
957,3,0,0,1,0,1,0,0,0,0,0,1,0,Meridian Care Of Hebbronville,27.104340000000004,-98.78676,Jim Hogg,813.0,13.55,0.2605769230769231,0.006514423076923077
958,1,0,0,0,0,0,0,0,0,0,0,1,0,Meridian Care of Monte Vista,29.4646,-98.49266,Bexar,179.0,2.9833333333333334,0.057371794871794876,0.001434294871794872
959,15,1,0,0,1,0,2,1,0,3,0,4,3,Meridian Of Temple,31.096220000000002,-97.41034,Bell,4395.0,73.25,1.4086538461538465,0.035216346153846154
960,1,0,0,0,0,0,1,0,0,0,0,0,0,Merkel Nursing Center,32.47379,-100.03345999999999,Taylor,117.0,1.95,0.0375,0.0009375
963,9,0,1,0,0,1,3,2,1,0,0,2,1,Mesa Vista Health Center,29.52465,-98.60749,Bexar,1921.0,32.016666666666666,0.6157051282051282,0.015392628205128206
964,8,1,0,1,0,2,0,1,0,1,1,1,0,"Mesquite Tree Nursing Center, LP",32.77003,-96.61487,Dallas,1434.0,23.9,0.4596153846153846,0.011490384615384614
966,20,0,0,5,3,1,1,3,2,3,1,2,0,Methodist Hospital Skilled Nursing Unit,29.70629000000001,-95.4026,Harris,5508.0,91.8,1.765384615384615,0.04413461538461538
969,5,0,1,0,0,2,0,1,1,1,0,1,1,"Metroplex Nursing and Rehabilitation, LP",32.72757,-96.99439,Dallas,1441.0,24.016666666666666,0.4618589743589743,0.011546474358974358
970,6,1,1,0,1,2,1,1,0,0,0,0,0,Mexia LTC Nursing and Rehabilitation,31.65532,-96.46855,Limestone,1956.0,32.6,0.6269230769230769,0.015673076923076918
972,11,1,0,1,0,1,2,1,2,2,2,1,0,Mid Valley Nursing And Rehabilitation,26.1748,-97.91091,Hidalgo,2517.0,41.95,0.8067307692307693,0.020168269230769236
974,18,0,1,1,3,3,4,3,1,1,1,2,1,Midland Medical Lodge,32.051140000000004,-102.05955,Midland,5868.0,97.8,1.8807692307692307,0.04701923076923077
975,68,6,8,8,11,14,15,10,8,6,4,4,5,MIDLOTHIAN HEALTHCARE CENTER,32.47047,-96.98898,Ellis,26070.0,434.5,8.35576923076923,0.20889423076923075
976,22,2,3,2,2,3,3,2,1,1,2,2,0,Midwestern Healthcare Center,33.86456,-98.49109,Wichita,6204.0,103.4,1.9884615384615385,0.04971153846153846
977,13,0,1,1,0,2,2,2,5,0,1,1,0,Millbrook Healthcare and Rehabilitation Center,32.57462,-96.75069,Dallas,4133.0,68.88333333333334,1.3246794871794874,0.03311698717948718
978,3,0,0,0,0,0,0,0,1,0,2,0,0,Mineola Healthcare Residence,32.67876,-95.4459,Wood,813.0,13.55,0.2605769230769231,0.006514423076923077
979,44,7,8,7,3,4,5,7,0,5,0,2,7,Mineral Wells Nursing and Rehabilitation,32.80005,-98.12755,Palo Pinto,11098.0,184.96666666666667,3.5570512820512823,0.08892628205128206
980,24,3,2,6,2,5,3,3,4,0,0,0,1,Mira Vista Court,32.667590000000004,-97.41797,Tarrant,7340.0,122.33333333333331,2.352564102564102,0.05881410256410256
981,2,1,0,0,0,0,1,1,1,0,0,0,0,Mirador,27.6603,-97.36893,Nueces,866.0,14.433333333333335,0.2775641025641026,0.006939102564102564
982,9,4,1,2,1,2,1,2,0,0,0,1,1,Mission Care Center,29.68612000000001,-95.30343,Harris,3249.0,54.15,1.0413461538461541,0.02603365384615385
983,1,0,0,0,0,0,0,1,0,0,0,0,0,Mission Manor Healthcare Residence,33.17279,-95.21222,Franklin,381.0,6.35,0.1221153846153846,0.0030528846153846157
985,52,4,1,3,5,2,9,5,7,1,6,9,7,Mission Nursing and Rehabilitation Center,26.2281,-98.37665,Hidalgo,12828.0,213.8,4.111538461538462,0.10278846153846156
988,31,1,2,6,4,2,0,2,4,3,5,4,5,MISSION VALLEY NURSING AND TRANSITIONAL CARE,26.2281,-98.37665,Hidalgo,7079.0,117.98333333333332,2.268910256410257,0.05672275641025641
990,2,0,0,0,0,0,0,0,1,1,0,0,0,Mitchell County Nursing and Rehabilitation Center,32.31554000000001,-100.91776999999999,Mitchell,432.0,7.2,0.13846153846153847,0.003461538461538461
991,1,0,0,0,0,0,0,0,0,1,0,0,0,Modern Senior Living,32.75075,-96.75806,Dallas,447.0,7.45,0.14326923076923076,0.003581730769230769
992,1,0,0,0,0,0,0,0,0,0,0,0,1,Monahans Managed Care Center,31.545790000000004,-102.85809,Ward,381.0,6.35,0.1221153846153846,0.0030528846153846157
993,6,0,0,0,3,2,1,1,1,0,0,0,0,Monarch Pavilion Rehabilitation,32.83251,-96.84851,Dallas,1664.0,27.73333333333333,0.5333333333333333,0.01333333333333333
994,1,0,0,0,0,0,0,0,0,0,1,0,0,"Monte Siesta Nursing and Rehabilitation, LP",30.2659,-97.86658,Travis,381.0,6.35,0.1221153846153846,0.0030528846153846157
996,22,6,6,2,0,2,1,4,2,0,1,0,0,Monument Hill Nursing And Rehabilitation Center,29.91566,-96.88946999999999,Fayette,6534.0,108.9,2.0942307692307693,0.052355769230769234
999,40,0,5,1,5,9,4,4,4,2,2,8,7,Morningside Manor Health Care,29.468759999999996,-98.52824,Bexar,12174.0,202.9,3.9019230769230764,0.09754807692307693
1000,1,0,0,0,0,0,0,1,0,0,0,0,0,Morningside Ministries at the Chandler Estate,29.4646,-98.49266,Bexar,111.0,1.85,0.035576923076923075,0.0008894230769230769
1003,62,4,4,8,10,9,7,8,6,6,10,3,8,Mountain View Health And Rehabilitation,31.78412,-106.4979,El Paso,18592.0,309.8666666666667,5.958974358974358,0.14897435897435898
1006,77,8,9,14,5,7,6,8,6,7,6,4,7,MRC Creekside,30.64369000000001,-95.53981,Walker,24109.0,401.81666666666666,7.7272435897435905,0.19318108974358972
1009,34,6,9,12,10,6,5,2,1,0,0,3,1,Muenster Memorial Hospital Swing Bed,33.68568,-97.38545,Cooke,11144.0,185.7333333333333,3.5717948717948715,0.08929487179487179
1010,10,2,0,1,0,4,1,1,1,1,3,2,1,Mulberry Manor,32.28259,-98.19882,Erath,4260.0,71.0,1.3653846153846154,0.03413461538461539
1011,1,0,0,0,0,0,0,0,0,0,0,0,1,Muleshoe Area Medical Center,34.177459999999996,-102.78205,Bailey,315.0,5.25,0.10096153846153846,0.0025240384615384612
1012,14,2,0,3,1,1,2,2,1,2,0,0,0,Mullican Care Center,33.62166,-96.33921,Fannin,3680.0,61.33333333333334,1.1794871794871795,0.029487179487179487
1015,9,0,2,1,3,3,0,0,0,0,1,1,2,Mystic Park Nursing and Rehabilitation Center,29.536920000000002,-98.73779,Bexar,2675.0,44.58333333333334,0.8573717948717949,0.021434294871794872
1020,14,1,0,1,3,1,1,2,0,3,2,0,0,Navasota Nursing And Rehabilitation,30.3686,-96.0616,Grimes,3882.0,64.7,1.2442307692307693,0.031105769230769232
1021,72,2,3,9,1,6,2,1,6,17,15,5,17,Nazareth Living Care Center,31.78615,-106.4418,El Paso,18274.0,304.56666666666666,5.857051282051282,0.14642628205128205
1022,6,1,0,0,0,0,1,0,1,1,0,1,1,Nesbit Living and Recovery Center,29.5334,-97.93885999999999,Guadalupe,1824.0,30.4,0.5846153846153845,0.014615384615384612
1025,11,3,1,1,0,2,1,2,2,0,0,0,0,New Hope Manor,30.50395,-97.82463,Williamson,3069.0,51.15,0.983653846153846,0.02459134615384615
1029,8,0,1,1,1,1,1,1,1,1,0,0,0,Nocona Nursing Home,33.82,-97.72916,Montague,2586.0,43.1,0.8288461538461539,0.020721153846153847
1030,13,2,0,1,1,2,0,0,2,2,0,1,2,"Nolan Nursing and Rehabilitation, LP",32.45432,-100.36402,Nolan,3765.0,62.75,1.2067307692307692,0.030168269230769224
1031,24,3,2,3,0,1,2,0,2,4,2,3,4,Normandy Terrace Healthcare and Rehabilitation Center,29.41674,-98.39321,Bexar,6256.0,104.26666666666668,2.005128205128205,0.05012820512820513
1032,73,8,3,7,7,2,7,5,8,10,10,3,9,NORTH HOUSTON TRANSITIONAL CARE,29.977759999999996,-95.57315,Harris,21785.0,363.08333333333326,6.982371794871796,0.17455929487179486
1033,18,0,1,1,2,1,2,3,6,3,4,2,1,North Park Health and Rehabilitation Center,33.24664,-96.62898,Collin,6360.0,106.0,2.0384615384615383,0.05096153846153846
1034,10,2,2,2,2,1,3,1,2,1,3,2,2,"North Pointe Nursing and Rehabilitation, LP",32.868109999999994,-97.25197,Tarrant,3534.0,58.9,1.1326923076923077,0.028317307692307687
1038,53,7,8,9,4,2,4,7,5,7,7,6,5,Northeast Rehabilitation Center,29.4915,-98.4011,Bexar,14241.0,237.35,4.5644230769230765,0.11411057692307693
1039,24,2,1,4,4,1,1,1,3,3,2,1,1,Northern Oaks Living and Rehabilitation Center,32.40153,-99.88473,Taylor,6174.0,102.9,1.978846153846154,0.04947115384615385
1040,6,0,0,1,1,1,0,2,0,1,0,1,1,Northgate Health and Rehabilitation Center,29.52465,-98.60749,Bexar,1616.0,26.93333333333333,0.5179487179487179,0.01294871794871795
1041,21,1,1,3,1,2,1,2,0,4,1,3,3,Northgate Plaza Nursing and Rehabilitation Center,32.846990000000005,-96.95696,Dallas,5321.0,88.68333333333334,1.705448717948718,0.04263621794871796
1043,28,3,3,4,1,1,2,2,4,2,3,2,5,Northwest Health and Rehabilitation Center,30.00863,-95.44388000000001,Harris,7198.0,119.96666666666668,2.3070512820512823,0.057676282051282064
1045,7,0,0,1,0,1,1,1,2,1,0,2,0,Oak Grove Nursing Home,29.94725,-93.91849,Jefferson,1639.0,27.316666666666666,0.5253205128205128,0.01313301282051282
1046,10,0,0,2,1,2,1,2,0,1,2,4,0,"Oak Manor Nursing and Rehabilitation, LP",33.26847,-95.91606,Hunt,3124.0,52.06666666666667,1.0012820512820513,0.02503205128205128
1047,12,0,0,0,0,0,0,0,1,3,1,2,8,Oak Manor Nursing Home,31.56112000000001,-94.50001,Nacogdoches,2730.0,45.5,0.875,0.021875
1048,17,1,2,1,3,3,1,1,1,1,1,0,3,Oak Parks Nursing and Rehabilitation Center,29.50555,-98.5722,Bexar,3483.0,58.05,1.116346153846154,0.027908653846153847
1049,11,2,1,1,2,0,0,1,1,0,1,1,1,Oak Ridge Manor,31.7425,-99.03990999999999,Brown,3063.0,51.05,0.9817307692307692,0.02454326923076923
1050,22,1,2,1,1,0,4,1,1,0,4,3,5,Oak Village Healthcare,29.05023,-95.47549000000001,Brazoria,6336.0,105.6,2.0307692307692307,0.05076923076923077
1051,38,7,5,3,2,1,3,2,3,7,1,2,2,Oakbend Medical Center Skilled Nursing Facility,29.48,-95.68315,Fort Bend,9858.0,164.3,3.159615384615385,0.07899038461538463
1052,21,2,3,6,3,6,0,0,1,1,1,0,0,Oakbrook Healthcare Center,32.22164,-95.22053000000001,Smith,6219.0,103.65,1.9932692307692308,0.04983173076923077
1054,3,1,0,0,0,0,0,0,0,1,0,0,1,"Oakland Manor Nursing Center, LP",30.16902,-96.92220999999999,Lee,813.0,13.55,0.2605769230769231,0.006514423076923077
1055,29,5,1,2,1,1,2,3,5,3,2,0,5,Oakmont Healthcare and Rehabilitation Center of Katy,29.835559999999997,-95.73813,Harris,8343.0,139.05,2.6740384615384616,0.06685096153846154
1056,104,8,5,13,8,6,11,10,12,12,13,7,11,Oakmont Healthcare and Rehabilitation of Humble,30.006790000000002,-95.29018,Harris,28020.0,467.0,8.98076923076923,0.22451923076923075
1057,6,0,1,1,1,0,2,0,1,0,0,0,0,Oaks At White Settlement,32.77595,-97.52195,Tarrant,1890.0,31.5,0.6057692307692307,0.01514423076923077
1058,20,0,3,2,3,1,4,1,3,1,3,1,3,Oaks Nursing Center,30.79177,-98.26016,Burnet,3924.0,65.4,1.257692307692308,0.0314423076923077
1060,41,7,4,2,5,6,6,3,4,3,3,2,0,Oakwood Manor Nursing Home,30.17843,-94.01841,Orange,12717.0,211.95,4.075961538461538,0.10189903846153844
1062,29,2,4,3,3,1,1,3,2,6,2,5,5,Oasis Nursing and Rehabilitation Center,31.7075,-106.32682,El Paso,8701.0,145.01666666666668,2.788782051282052,0.06971955128205129
1063,2,1,0,0,0,1,0,0,0,0,0,0,0,Ochiltree General Hospital,36.27683,-100.79875,Ochiltree,498.0,8.3,0.15961538461538466,0.003990384615384615
1064,3,1,2,0,0,0,0,0,0,0,0,0,1,Odd Fellow and Rebekah Nursing and Rehab Center,32.32976,-96.59334,Ellis,945.0,15.75,0.30288461538461536,0.007572115384615385
1068,86,9,6,10,10,10,9,6,7,9,10,14,9,One Heartland San Antonio Wellness And Rehabilitation,29.585490000000004,-98.40706,Bexar,20190.0,336.5,6.471153846153847,0.16177884615384613
1069,10,1,0,1,1,1,0,1,1,1,1,1,1,Onion Creek Nursing And Rehabilitation Center,30.16538,-97.82343,Travis,2130.0,35.5,0.6826923076923077,0.017067307692307694
1070,51,3,8,7,9,8,10,14,7,4,3,6,5,OnPointe Transitional Care at Texas Health Arlington Memorial Hospital,32.75461,-97.13902,Tarrant,17515.0,291.9166666666667,5.613782051282052,0.1403445512820513
1071,118,8,10,12,10,9,13,14,22,12,11,8,10,OnPointe Transitional Care at Texas Health Presbyterian Hospital Dallas,32.87767,-96.74979,Dallas,24914.0,415.23333333333335,7.985256410256411,0.19963141025641026
1073,10,0,0,2,1,3,0,0,1,1,0,0,2,Otto Kaiser Memorial Hospital,28.73025,-97.89596,Karnes,2140.0,35.666666666666664,0.6858974358974359,0.0171474358974359
1074,3,0,0,0,0,0,0,1,0,0,1,1,0,Overton Healthcare Center,32.27336,-94.93893,Rusk,1011.0,16.85,0.32403846153846155,0.008100961538461541
1077,4,0,2,1,0,0,1,1,0,0,0,0,0,Palacios Community Medical Center,28.762520000000002,-96.22966,Matagorda,1128.0,18.8,0.3615384615384615,0.00903846153846154
1079,2,0,1,0,0,0,0,0,0,0,0,0,1,Palestine Healthcare Center,31.874409999999997,-95.66914,Anderson,630.0,10.5,0.20192307692307693,0.0050480769230769225
1081,18,1,4,4,2,1,2,2,2,2,2,0,2,Palma Real Nursing Center,28.105459999999997,-97.8103,San Patricio,5832.0,97.2,1.8692307692307693,0.04673076923076923
1084,27,5,3,1,3,4,4,0,6,0,1,1,1,Palo Pinto General Hospital,32.80005,-98.12755,Palo Pinto,7053.0,117.55,2.2605769230769233,0.05651442307692307
1085,25,2,7,4,7,5,8,9,6,2,2,2,2,Palo Pinto Nursing Center and Rehabilitation,32.80005,-98.12755,Palo Pinto,10695.0,178.25,3.4278846153846154,0.08569711538461539
1086,51,4,6,4,5,7,6,10,5,2,2,4,1,Palomino Place,32.81577,-96.63039,Dallas,14687.0,244.78333333333333,4.707371794871795,0.11768429487179488
1088,4,1,0,0,0,1,1,1,0,0,0,0,0,Pampa Nursing Center,35.54207,-100.89976999999999,Gray,1194.0,19.9,0.3826923076923077,0.009567307692307693
1091,1,0,0,0,0,0,0,0,1,0,0,0,0,Panola Nursing and Rehabilitation Center,32.12895,-94.27705,Panola,315.0,5.25,0.10096153846153846,0.0025240384615384612
1092,32,3,2,3,2,3,1,4,5,5,3,1,2,Paradigm At First Colony,29.52569,-95.53299999999999,Fort Bend,8600.0,143.33333333333334,2.7564102564102564,0.06891025641025643
1093,18,0,0,0,3,1,3,0,1,4,3,2,4,Paradigm At Woodwind Lakes,29.87442,-95.52781999999999,Harris,5838.0,97.3,1.8711538461538464,0.046778846153846164
1094,8,1,0,0,2,4,0,1,0,0,0,1,2,Paris Health Care Center,33.65811,-95.60422,Lamar,1840.0,30.66666666666667,0.5897435897435898,0.014743589743589743
1096,23,4,1,2,3,1,2,3,2,1,1,3,1,Park Bend Sn Health Center,30.387990000000002,-97.70684,Travis,5211.0,86.85,1.6701923076923075,0.04175480769230769
1097,79,13,7,10,14,9,4,5,10,5,5,2,3,Park Highland Nursing Center,32.09642,-95.9083,Henderson,23301.0,388.35,7.468269230769231,0.1867067307692308
1098,23,1,4,5,0,2,1,3,2,3,2,0,2,Park Manor Bee Cave,30.31942,-97.95838,Travis,6453.0,107.55,2.0682692307692307,0.05170673076923077
1099,4,0,0,0,0,0,0,2,0,1,0,0,1,Park Manor Health Care And Rehabilitation,32.59884,-96.86375,Dallas,1128.0,18.8,0.3615384615384615,0.00903846153846154
1100,239,23,17,16,21,21,23,19,24,14,29,33,31,Park Manor of Conroe,30.32957,-95.5141,Montgomery,65931.0,1098.85,21.131730769230767,0.5282932692307691
1101,75,10,7,10,6,9,9,3,4,5,6,6,4,Park Manor of Cyfair,29.922179999999997,-95.54705,Harris,21369.0,356.15,6.849038461538462,0.17122596153846156
1102,124,16,11,15,8,12,17,11,12,9,9,13,6,Park Manor of Cypress Station,30.00863,-95.44388000000001,Harris,33576.0,559.6,10.761538461538462,0.2690384615384616
1103,241,27,20,21,19,21,27,20,24,18,13,18,27,Park Manor of Humble,30.006790000000002,-95.29018,Harris,68695.0,1144.9166666666667,22.017628205128208,0.5504407051282052
1104,78,5,7,10,7,10,8,7,16,8,6,7,10,Park Manor of McKinney,33.16547,-96.59469,Collin,20270.0,337.8333333333333,6.496794871794871,0.16241987179487175
1105,70,7,5,3,6,10,14,7,5,5,9,6,2,Park Manor of Quail Valley,29.52569,-95.53299999999999,Fort Bend,20726.0,345.4333333333333,6.642948717948718,0.16607371794871795
1106,139,14,13,14,10,15,7,6,17,19,9,9,12,Park Manor of The Woodlands,30.23494,-95.49526,Montgomery,38891.0,648.1833333333333,12.4650641025641,0.3116266025641025
1107,136,15,11,19,12,15,12,12,15,11,8,16,16,Park Manor of Tomball,30.09543,-95.58939000000001,Harris,38640.0,644.0,12.384615384615385,0.3096153846153846
1108,95,15,9,8,6,8,8,6,7,8,13,10,12,Park Manor of Westchase,29.72359,-95.64179,Harris,26077.0,434.61666666666673,8.35801282051282,0.20895032051282053
1109,140,19,14,9,12,6,18,10,16,13,8,10,12,Park Manor South Belt,29.58675,-95.22525,Harris,39502.0,658.3666666666667,12.660897435897436,0.3165224358974359
1110,6,1,0,0,1,1,0,0,1,0,1,0,1,Park Place Health Care Center,30.665390000000002,-97.59735,Williamson,1956.0,32.6,0.6269230769230769,0.015673076923076918
1111,1,0,0,0,1,0,0,0,0,0,0,0,0,Park Place Manor,31.05136,-97.49967,Bell,315.0,5.25,0.10096153846153846,0.0025240384615384612
1112,148,15,19,12,15,19,17,17,20,8,7,4,8,Park Place Nursing,32.32329,-95.30091,Smith,45630.0,760.5,14.625,0.365625
1120,27,4,1,1,1,4,2,1,3,2,2,5,2,Park Valley Inn Health Center,30.53345,-97.72475,Williamson,6819.0,113.65,2.185576923076923,0.05463942307692308
1121,9,0,1,1,2,1,2,2,2,1,2,3,3,Park View Care Center,32.75207,-97.26549,Tarrant,4053.0,67.55,1.2990384615384616,0.03247596153846154
1122,19,0,2,3,1,2,0,2,1,0,2,0,6,Park View Nursing and Rehabilitation,32.253640000000004,-101.47291,Howard,5259.0,87.65,1.685576923076923,0.042139423076923074
1123,8,1,2,1,1,2,1,1,1,1,1,1,1,Park View Nursing Care Center,34.177459999999996,-102.78205,Bailey,1710.0,28.5,0.5480769230769231,0.01370192307692308
1124,40,5,6,7,5,7,1,2,2,4,4,3,3,Parklane West,29.48906,-98.45671,Bexar,7776.0,129.6,2.4923076923076923,0.062307692307692314
1125,4,0,1,1,1,0,1,0,0,0,0,1,0,Parkview Hospital,35.43810999999999,-100.19615999999999,Wheeler,1524.0,25.4,0.4884615384615385,0.01221153846153846
1126,12,0,3,0,0,0,3,1,1,1,2,0,2,Parkview Manor Nursing and Rehabilitation,29.65418,-96.73555999999999,Colorado,3846.0,64.1,1.2326923076923075,0.03081730769230769
1127,40,6,3,2,6,2,5,6,2,1,1,1,5,Parkview Nursing And Rehabilitation Center,29.870490000000004,-97.67528,Caldwell,9358.0,155.96666666666667,2.9993589743589744,0.07498397435897436
1128,4,0,0,1,0,0,1,1,0,0,0,1,1,Parkview Regional Hospital,31.65532,-96.46855,Limestone,1260.0,21.0,0.40384615384615385,0.010096153846153848
1129,38,5,1,10,5,5,4,4,4,1,4,3,3,Parkway Place,29.75012000000001,-95.61547,Harris,11914.0,198.56666666666663,3.8185897435897433,0.09546474358974358
1130,50,3,5,3,5,5,3,10,8,1,2,3,4,Parkwood Healthcare Community,32.83064,-97.14522,Tarrant,15126.0,252.1,4.848076923076923,0.12120192307692307
1132,10,1,2,2,1,0,2,0,1,0,1,0,1,Parkwood Place Healthcare Center,31.33969,-94.82173,Angelina,2334.0,38.9,0.7480769230769231,0.01870192307692308
1135,26,3,3,2,7,5,3,4,2,2,3,5,6,Pasadena Care Center,29.648020000000002,-95.18998,Harris,8942.0,149.03333333333333,2.866025641025641,0.07165064102564102
1136,22,2,2,1,2,1,4,2,2,1,3,1,3,Pathways Memory Care At Villa Toscana,29.9805,-95.46358000000001,Harris,7058.0,117.63333333333334,2.2621794871794867,0.056554487179487176
1137,49,2,4,3,4,4,5,9,7,4,6,6,6,Patriot Heights San Antonio,29.52465,-98.60749,Bexar,12241.0,204.01666666666668,3.923397435897436,0.0980849358974359
1138,18,7,6,6,7,3,0,0,0,0,0,0,0,Patriot Rehabilitation And Wellness Center,31.9519,-106.43401000000001,El Paso,3834.0,63.9,1.2288461538461541,0.03072115384615385
1139,4,0,0,0,0,0,2,2,1,1,1,2,2,Peach Tree Place,32.75481,-97.78995,Parker,1498.0,24.966666666666665,0.4801282051282051,0.012003205128205128
1141,16,2,3,3,2,1,3,4,1,1,0,2,1,Pearl Nordan Care Center Of Juliette Fowler Communities,32.82867,-96.74542,Dallas,5380.0,89.66666666666669,1.7243589743589745,0.043108974358974365
1143,3,0,0,0,0,0,2,0,0,0,0,1,0,Pearsall Skilled Nursing and Rehabilitation Center,28.901709999999998,-99.14689,Frio,707.0,11.783333333333333,0.2266025641025641,0.005665064102564102
1144,39,3,6,4,2,5,2,2,5,2,6,8,6,Pebble Creek Nursing Center,31.77618,-106.29785,El Paso,10659.0,177.65,3.4163461538461535,0.08540865384615384
1145,3,1,1,1,2,0,0,0,1,1,1,0,0,Pecan Manor Nursing And Rehabilitation,32.64076,-97.21584,Tarrant,1285.0,21.416666666666668,0.4118589743589744,0.010296474358974359
1146,18,3,3,5,3,3,1,1,2,0,1,3,2,Pecan Tree Rehab and Healthcare Center,33.65629000000001,-97.17453,Cooke,5418.0,90.3,1.7365384615384616,0.04341346153846154
1148,51,5,5,5,8,1,3,9,6,5,6,1,8,Pecan Valley Rehabilitation And Healthcare Center,29.36614,-98.37786,Bexar,10519.0,175.31666666666663,3.3714743589743588,0.08428685897435897
1149,7,2,2,2,0,0,0,0,0,0,0,0,1,Pecos County Memorial Hospital,30.74292,-102.78315,Pecos,1611.0,26.85,0.5163461538461539,0.01290865384615385
1150,2,0,0,0,0,0,0,0,0,0,1,2,1,Pennsylvania Rehab,32.7287,-97.31777,Tarrant,866.0,14.433333333333335,0.2775641025641026,0.006939102564102564
1151,1,0,0,0,0,0,1,1,0,0,0,0,0,Permian Regional Medical Center,32.32942,-102.69917,Andrews,579.0,9.65,0.18557692307692308,0.0046394230769230774
1153,16,1,1,0,2,2,1,2,2,0,1,3,2,Petal Hill Nursing and Rehabilitation Center,32.32329,-95.30091,Smith,5370.0,89.5,1.7211538461538465,0.04302884615384616
1155,5,1,2,0,0,0,0,0,1,0,2,1,0,Pflugerville Care Center,30.443040000000003,-97.5955,Travis,2037.0,33.95,0.6528846153846154,0.016322115384615386
1156,16,3,2,1,0,0,2,2,1,3,2,1,0,Pflugerville Nursing and Rehabilitation Center,30.443040000000003,-97.5955,Travis,4248.0,70.8,1.3615384615384616,0.03403846153846154
1158,15,1,3,4,3,2,2,4,5,3,4,1,3,Pilot Point Care Center,33.3719,-96.91965,Denton,4827.0,80.45,1.547115384615385,0.03867788461538461
1159,27,5,0,0,1,4,1,3,0,1,5,1,6,Pine Arbor,30.41587,-94.17206,Hardin,8175.0,136.25,2.6201923076923075,0.06550480769230768
1162,61,4,7,10,6,9,9,5,8,7,6,5,6,Pine Grove,31.73268,-94.20156999999999,Shelby,14973.0,249.55,4.799038461538462,0.11997596153846155
1163,31,0,3,2,3,6,5,0,4,1,6,1,4,"Pine Ridge Health Care, LLP",30.7127,-94.82191999999999,Polk,8809.0,146.81666666666666,2.8233974358974363,0.07058493589743589
1165,16,0,0,0,0,2,0,2,1,3,6,5,5,Pine Shadow Retreat,30.11106,-95.26741,Montgomery,5650.0,94.16666666666669,1.8108974358974361,0.045272435897435896
1166,37,6,6,8,5,0,3,3,2,3,2,2,0,Pine Tree Lodge Nursing Center,32.509640000000005,-94.82784000000001,Gregg,10259.0,170.98333333333332,3.2881410256410253,0.08220352564102562
1167,2,0,0,0,0,0,1,0,0,0,1,0,0,Pinecrest Nursing and Rehabilitation Center,32.32329,-95.30091,Smith,528.0,8.8,0.16923076923076924,0.0042307692307692315
1168,50,2,4,4,2,6,7,6,7,3,2,3,5,Pinecrest Retirement Community,31.33969,-94.82173,Angelina,11028.0,183.8,3.534615384615385,0.08836538461538462
1170,11,2,2,0,1,3,1,2,1,0,0,0,0,Pittsburg Nursing Center,32.96953,-94.95017,Camp,3795.0,63.25,1.2163461538461535,0.03040865384615384
1171,15,2,0,2,1,2,0,2,1,2,1,2,0,Plains Memorial Hospital,34.48692,-102.33088000000001,Castro,2349.0,39.15,0.7528846153846154,0.018822115384615385
1172,44,1,6,3,6,4,7,4,8,4,5,3,5,Plainview Healthcare Center,34.17157,-101.73864,Hale,9858.0,164.3,3.159615384615385,0.07899038461538463
1174,22,2,0,4,3,4,3,2,3,0,0,1,0,Pleasant Manor Health and Rehabilitation Center,32.36912,-96.79744000000001,Ellis,5610.0,93.5,1.7980769230769231,0.044951923076923084
1175,51,9,5,4,10,4,3,4,9,4,1,1,2,Pleasant Springs Healthcare Center,33.21697,-94.97819,Titus,15141.0,252.35,4.852884615384617,0.1213221153846154
1176,32,3,5,8,3,4,1,3,5,1,1,0,3,Pleasant Valley Healthcare and Rehabilitation Center,32.927659999999996,-96.62008,Dallas,10012.0,166.86666666666667,3.208974358974359,0.08022435897435898
1177,29,4,2,3,1,3,2,3,1,3,1,4,2,Ponderosa Nursing and Rehabilitation,33.50992,-94.62748,Bowie,3975.0,66.25,1.2740384615384617,0.031850961538461536
1178,36,5,3,2,3,4,3,6,4,2,4,3,4,Port Lavaca Nursing and Rehabilitation Center,28.6023,-96.60786,Calhoun,11114.0,185.2333333333333,3.562179487179487,0.08905448717948718
1179,6,0,1,0,1,0,1,0,1,0,1,0,1,Post Nursing and Rehabilitation Center,33.25907,-101.33041,Garza,666.0,11.1,0.21346153846153845,0.005336538461538461
1181,5,0,0,0,2,1,0,0,1,1,0,0,0,Prairie Acres Rehabilitation And Nursing Friona Heritage Estates,34.68445,-102.78721999999999,Parmer,1377.0,22.95,0.4413461538461538,0.011033653846153846
